balance_id,customer_id,product_id,date,balance,contributions_mtd,withdrawals_mtd,investment_returns_mtd,fees_mtd
BAL00000039,CUS000001,PRD0002,2024-09-01,17786.57,788.91,0,309.96,7.23
BAL00000040,CUS000001,PRD0002,2024-10-01,18237.07,0.0,0,457.93,7.43
BAL00000041,CUS000002,PRD0009,2020-05-23,10185.76,0.0,0,38.11,6.65
BAL00000042,CUS000002,PRD0009,2020-06-01,13870.94,3899.25,0,-207.41,6.67
BAL00000043,CUS000002,PRD0009,2020-07-01,13774.14,0.0,0,-88.47,8.33
BAL00000044,CUS000002,PRD0009,2020-08-01,13660.73,0.0,0,-105.13,8.28
BAL00000045,CUS000002,PRD0009,2020-09-01,13560.25,0.0,0,-92.25,8.23
BAL00000046,CUS000002,PRD0009,2020-10-01,13631.38,0.0,0,79.32,8.19
BAL00000047,CUS000002,PRD0009,2020-11-01,13540.16,0.0,0,-83.0,8.22
BAL00000048,CUS000002,PRD0009,2020-12-01,19054.83,5848.87,0,-326.03,8.18
BAL00000049,CUS000002,PRD0009,2021-01-01,19027.43,0.0,0,-16.74,10.66
BAL00000050,CUS000002,PRD0009,2021-02-01,18844.97,0.0,0,-171.81,10.65
BAL00000051,CUS000002,PRD0009,2021-03-01,18782.05,0.0,0,-52.36,10.56
BAL00000052,CUS000002,PRD0009,2021-04-01,19260.52,0.0,0,489.01,10.54
BAL00000053,CUS000002,PRD0009,2021-05-01,19088.95,0.0,0,-160.82,10.75
BAL00000054,CUS000002,PRD0009,2021-06-01,23064.46,3899.25,0,86.93,10.67
BAL00000055,CUS000002,PRD0009,2021-07-01,22414.21,0.0,0,-637.78,12.46
BAL00000056,CUS000002,PRD0009,2021-08-01,21920.74,0.0,0,-481.3,12.17
BAL00000057,CUS000002,PRD0009,2021-09-01,21929.09,0.0,0,20.3,11.95
BAL00000058,CUS000002,PRD0009,2021-10-01,21821.2,0.0,0,-95.94,11.95
BAL00000059,CUS000002,PRD0009,2021-11-01,21459.38,0.0,0,-349.92,11.9
BAL00000060,CUS000002,PRD0009,2021-12-01,27115.08,5848.87,0,-181.43,11.74
BAL00000061,CUS000002,PRD0009,2022-01-01,26974.19,0.0,0,-126.6,14.29
BAL00000062,CUS000002,PRD0009,2022-02-01,27184.13,0.0,0,224.16,14.22
BAL00000063,CUS000002,PRD0009,2022-03-01,27438.1,0.0,0,268.29,14.32
BAL00000064,CUS000002,PRD0009,2022-04-01,28051.67,0.0,0,628.0,14.43
BAL00000065,CUS000002,PRD0009,2022-05-01,27930.19,0.0,0,-106.77,14.71
BAL00000066,CUS000002,PRD0009,2022-06-01,31537.17,3899.25,0,-277.61,14.65
BAL00000067,CUS000002,PRD0009,2022-07-01,31921.49,0.0,0,400.6,16.28
BAL00000068,CUS000002,PRD0009,2022-08-01,32117.37,0.0,0,212.32,16.45
BAL00000069,CUS000002,PRD0009,2022-09-01,32758.07,0.0,0,657.24,16.54
BAL00000070,CUS000002,PRD0009,2022-10-01,33367.69,0.0,0,626.44,16.82
BAL00000071,CUS000002,PRD0009,2022-11-01,35012.98,0.0,0,1662.39,17.1
BAL00000072,CUS000002,PRD0009,2022-12-01,41440.73,5848.87,0,596.71,17.84
BAL00000073,CUS000002,PRD0009,2023-01-01,41508.33,0.0,0,88.34,20.73
BAL00000074,CUS000002,PRD0009,2023-02-01,41379.95,0.0,0,-107.63,20.76
BAL00000075,CUS000002,PRD0009,2023-03-01,41511.38,0.0,0,152.14,20.7
BAL00000076,CUS000002,PRD0009,2023-04-01,41219.02,0.0,0,-271.6,20.76
BAL00000077,CUS000002,PRD0009,2023-05-01,39839.39,0.0,0,-1359.0,20.63
BAL00000078,CUS000002,PRD0009,2023-06-01,43186.52,3899.25,0,-532.11,20.01
BAL00000079,CUS000002,PRD0009,2023-07-01,43776.04,0.0,0,611.04,21.52
BAL00000080,CUS000002,PRD0009,2023-08-01,43832.47,0.0,0,78.21,21.78
BAL00000081,CUS000002,PRD0009,2023-09-01,44016.17,0.0,0,205.51,21.81
BAL00000082,CUS000002,PRD0009,2023-10-01,43876.18,0.0,0,-118.1,21.89
BAL00000083,CUS000002,PRD0009,2023-11-01,43830.87,0.0,0,-23.48,21.83
BAL00000084,CUS000002,PRD0009,2023-12-01,50859.23,5848.87,0,1201.29,21.81
BAL00000085,CUS000002,PRD0009,2024-01-01,50542.57,0.0,0,-291.69,24.97
BAL00000086,CUS000002,PRD0009,2024-02-01,48944.17,0.0,0,-1573.57,24.83
BAL00000087,CUS000002,PRD0009,2024-03-01,48364.59,0.0,0,-555.47,24.11
BAL00000088,CUS000002,PRD0009,2024-04-01,48174.86,0.0,0,-165.89,23.85
BAL00000089,CUS000002,PRD0009,2024-05-01,48660.86,0.0,0,509.77,23.76
BAL00000090,CUS000002,PRD0009,2024-06-01,53998.69,3899.25,0,1462.56,23.98
BAL00000091,CUS000002,PRD0009,2024-07-01,53790.33,0.0,0,-181.97,26.38
BAL00000092,CUS000002,PRD0009,2024-08-01,54850.89,0.0,0,1086.85,26.29
BAL00000093,CUS000002,PRD0009,2024-09-01,55607.23,0.0,0,783.11,26.77
BAL00000094,CUS000002,PRD0009,2024-10-01,56685.23,0.0,0,1105.11,27.11
BAL00000095,CUS000002,PRD0013,2020-05-23,14764.87,0.0,0,-65.51,11.34
BAL00000096,CUS000002,PRD0013,2020-06-01,14342.65,0.0,0,-410.92,11.3
BAL00000097,CUS000002,PRD0013,2020-07-01,14206.96,0.0,0,-124.59,11.1
BAL00000098,CUS000002,PRD0013,2020-08-01,14120.31,0.0,0,-75.61,11.03
BAL00000099,CUS000002,PRD0013,2020-09-01,13902.93,0.0,0,-206.39,10.99
BAL00000100,CUS000002,PRD0013,2020-10-01,14109.84,0.0,0,217.8,10.89
BAL00000101,CUS000002,PRD0013,2020-11-01,13897.91,0.0,0,-200.94,10.99
BAL00000102,CUS000002,PRD0013,2020-12-01,30595.6,17097.66,0,-389.09,10.88
BAL00000103,CUS000002,PRD0013,2021-01-01,30413.34,0.0,0,-163.3,18.95
BAL00000104,CUS000002,PRD0013,2021-02-01,30110.87,0.0,0,-283.6,18.87
BAL00000105,CUS000002,PRD0013,2021-03-01,30265.57,0.0,0,173.42,18.72
BAL00000106,CUS000002,PRD0013,2021-04-01,31443.6,0.0,0,1196.82,18.8
BAL00000107,CUS000002,PRD0013,2021-05-01,31268.24,0.0,0,-155.99,19.36
BAL00000108,CUS000002,PRD0013,2021-06-01,30802.28,0.0,0,-446.68,19.28
BAL00000109,CUS000002,PRD0013,2021-07-01,30130.98,0.0,0,-652.24,19.05
BAL00000110,CUS000002,PRD0013,2021-08-01,29484.94,0.0,0,-627.31,18.73
BAL00000111,CUS000002,PRD0013,2021-09-01,29308.54,0.0,0,-157.97,18.42
BAL00000112,CUS000002,PRD0013,2021-10-01,29132.73,0.0,0,-157.48,18.33
BAL00000113,CUS000002,PRD0013,2021-11-01,28158.06,0.0,0,-956.42,18.25
BAL00000114,CUS000002,PRD0013,2021-12-01,45232.22,17097.66,0,-5.72,17.78
BAL00000115,CUS000002,PRD0013,2022-01-01,45643.87,0.0,0,437.68,26.03
BAL00000116,CUS000002,PRD0013,2022-02-01,46091.25,0.0,0,473.61,26.23
BAL00000117,CUS000002,PRD0013,2022-03-01,47163.12,0.0,0,1098.31,26.44
BAL00000118,CUS000002,PRD0013,2022-04-01,48968.07,0.0,0,1831.91,26.96
BAL00000119,CUS000002,PRD0013,2022-05-01,48278.95,0.0,0,-661.29,27.83
BAL00000120,CUS000002,PRD0013,2022-06-01,48031.56,0.0,0,-219.88,27.5
BAL00000121,CUS000002,PRD0013,2022-07-01,49769.76,0.0,0,1765.58,27.38
BAL00000122,CUS000002,PRD0013,2022-08-01,50134.23,0.0,0,392.69,28.22
BAL00000123,CUS000002,PRD0013,2022-09-01,51536.32,0.0,0,1430.49,28.4
BAL00000124,CUS000002,PRD0013,2022-10-01,52807.94,0.0,0,1300.69,29.08
BAL00000125,CUS000002,PRD0013,2022-11-01,56229.11,0.0,0,3450.86,29.69
BAL00000126,CUS000002,PRD0013,2022-12-01,74972.4,17097.66,0,1676.98,31.34
BAL00000127,CUS000002,PRD0013,2023-01-01,74707.14,0.0,0,-224.86,40.4
BAL00000128,CUS000002,PRD0013,2023-02-01,74467.61,0.0,0,-199.25,40.28
BAL00000129,CUS000002,PRD0013,2023-03-01,74111.43,0.0,0,-316.01,40.16
BAL00000130,CUS000002,PRD0013,2023-04-01,72199.72,0.0,0,-1871.73,39.99
BAL00000131,CUS000002,PRD0013,2023-05-01,68464.91,0.0,0,-3695.75,39.06
BAL00000132,CUS000002,PRD0013,2023-06-01,66423.47,0.0,0,-2004.19,37.26
BAL00000133,CUS000002,PRD0013,2023-07-01,66971.66,0.0,0,584.46,36.27
BAL00000134,CUS000002,PRD0013,2023-08-01,66671.13,0.0,0,-263.99,36.54
BAL00000135,CUS000002,PRD0013,2023-09-01,67216.23,0.0,0,581.49,36.39
BAL00000136,CUS000002,PRD0013,2023-10-01,66699.13,0.0,0,-480.44,36.65
BAL00000137,CUS000002,PRD0013,2023-11-01,65665.08,0.0,0,-997.65,36.4
BAL00000138,CUS000002,PRD0013,2023-12-01,83954.73,17097.66,0,1227.89,35.9
BAL00000139,CUS000002,PRD0013,2024-01-01,83658.68,0.0,0,-251.31,44.74
BAL00000140,CUS000002,PRD0013,2024-02-01,80426.68,0.0,0,-3187.4,44.6
BAL00000141,CUS000002,PRD0013,2024-03-01,77892.74,0.0,0,-2490.9,43.04
BAL00000142,CUS000002,PRD0013,2024-04-01,78547.95,0.0,0,697.02,41.81
BAL00000143,CUS000002,PRD0013,2024-05-01,80258.66,0.0,0,1752.85,42.13
BAL00000144,CUS000002,PRD0013,2024-06-01,83960.99,0.0,0,3745.29,42.96
BAL00000145,CUS000002,PRD0013,2024-07-01,83764.65,0.0,0,-151.59,44.75
BAL00000146,CUS000002,PRD0013,2024-08-01,86573.46,0.0,0,2853.46,44.65
BAL00000147,CUS000002,PRD0013,2024-09-01,88063.94,0.0,0,1536.49,46.01
BAL00000148,CUS000002,PRD0013,2024-10-01,90818.79,0.0,0,2801.57,46.73
BAL00000149,CUS000002,PRD0015,2020-05-23,154689.97,0.0,0,2517.72,126.92
BAL00000150,CUS000002,PRD0015,2020-06-01,148341.5,0.0,0,-6219.56,128.91
BAL00000151,CUS000002,PRD0015,2020-07-01,144901.53,0.0,0,-3316.36,123.62
BAL00000152,CUS000002,PRD0015,2020-08-01,144864.56,0.0,0,83.78,120.75
BAL00000153,CUS000002,PRD0015,2020-09-01,139284.97,0.0,0,-5458.86,120.72
BAL00000154,CUS000002,PRD0015,2020-10-01,141563.87,0.0,0,2394.97,116.07
BAL00000155,CUS000002,PRD0015,2020-11-01,140079.57,0.0,0,-1366.33,117.97
BAL00000156,CUS000002,PRD0015,2020-12-01,136307.85,0.0,0,-3654.99,116.73
BAL00000157,CUS000002,PRD0015,2021-01-01,134621.57,0.0,0,-1572.69,113.59
BAL00000158,CUS000002,PRD0015,2021-02-01,134555.15,0.0,0,45.77,112.18
BAL00000159,CUS000002,PRD0015,2021-03-01,135805.72,0.0,0,1362.69,112.13
BAL00000160,CUS000002,PRD0015,2021-04-01,141947.44,0.0,0,6254.9,113.17
BAL00000161,CUS000002,PRD0015,2021-05-01,140653.45,0.0,0,-1175.7,118.29
BAL00000162,CUS000002,PRD0015,2021-06-01,139856.3,0.0,0,-679.94,117.21
BAL00000163,CUS000002,PRD0015,2021-07-01,135156.99,0.0,0,-4582.76,116.55
BAL00000164,CUS000002,PRD0015,2021-08-01,132122.39,0.0,0,-2921.97,112.63
BAL00000165,CUS000002,PRD0015,2021-09-01,133074.18,0.0,0,1061.89,110.1
BAL00000166,CUS000002,PRD0015,2021-10-01,130157.88,0.0,0,-2805.41,110.9
BAL00000167,CUS000002,PRD0015,2021-11-01,123663.62,0.0,0,-6385.8,108.46
BAL00000168,CUS000002,PRD0015,2021-12-01,122270.65,0.0,0,-1289.91,103.05
BAL00000169,CUS000002,PRD0015,2022-01-01,122556.51,0.0,0,387.75,101.89
BAL00000170,CUS000002,PRD0015,2022-02-01,124483.34,0.0,0,2028.96,102.13
BAL00000171,CUS000002,PRD0015,2022-03-01,130041.25,0.0,0,5661.65,103.74
BAL00000172,CUS000002,PRD0015,2022-04-01,139341.81,0.0,0,9408.93,108.37
BAL00000173,CUS000002,PRD0015,2022-05-01,134037.17,0.0,0,-5188.53,116.12
BAL00000174,CUS000002,PRD0015,2022-06-01,131256.22,0.0,0,-2669.25,111.7
BAL00000175,CUS000002,PRD0015,2022-07-01,137527.99,0.0,0,6381.15,109.38
BAL00000176,CUS000002,PRD0015,2022-08-01,139858.33,0.0,0,2444.95,114.61
BAL00000177,CUS000002,PRD0015,2022-09-01,145010.19,0.0,0,5268.41,116.55
BAL00000178,CUS000002,PRD0015,2022-10-01,150614.88,0.0,0,5725.52,120.84
BAL00000179,CUS000002,PRD0015,2022-11-01,166847.36,0.0,0,16357.99,125.51
BAL00000180,CUS000002,PRD0015,2022-12-01,173421.53,0.0,0,6713.22,139.04
BAL00000181,CUS000002,PRD0015,2023-01-01,172650.05,0.0,0,-626.97,144.52
BAL00000182,CUS000002,PRD0015,2023-02-01,172693.62,0.0,0,187.44,143.88
BAL00000183,CUS000002,PRD0015,2023-03-01,169004.36,0.0,0,-3545.35,143.91
BAL00000184,CUS000002,PRD0015,2023-04-01,160843.45,0.0,0,-8020.07,140.84
BAL00000185,CUS000002,PRD0015,2023-05-01,145346.9,0.0,0,-15362.51,134.04
BAL00000186,CUS000002,PRD0015,2023-06-01,140242.69,0.0,0,-4983.1,121.12
BAL00000187,CUS000002,PRD0015,2023-07-01,140425.62,0.0,0,299.81,116.87
BAL00000188,CUS000002,PRD0015,2023-08-01,139179.86,0.0,0,-1128.75,117.02
BAL00000189,CUS000002,PRD0015,2023-09-01,139291.64,0.0,0,227.77,115.98
BAL00000190,CUS000002,PRD0015,2023-10-01,137512.51,0.0,0,-1663.05,116.08
BAL00000191,CUS000002,PRD0015,2023-11-01,134384.61,0.0,0,-3013.3,114.59
BAL00000192,CUS000002,PRD0015,2023-12-01,139171.66,0.0,0,4899.04,111.99
BAL00000193,CUS000002,PRD0015,2024-01-01,139058.75,0.0,0,3.06,115.98
BAL00000194,CUS000002,PRD0015,2024-02-01,130626.36,0.0,0,-8316.5,115.88
BAL00000195,CUS000002,PRD0015,2024-03-01,123116.05,0.0,0,-7401.46,108.86
BAL00000196,CUS000002,PRD0015,2024-04-01,124033.79,0.0,0,1020.33,102.6
BAL00000197,CUS000002,PRD0015,2024-05-01,127553.22,0.0,0,3622.8,103.36
BAL00000198,CUS000002,PRD0015,2024-06-01,138318.57,0.0,0,10871.64,106.29
BAL00000199,CUS000002,PRD0015,2024-07-01,137026.5,0.0,0,-1176.8,115.27
BAL00000200,CUS000002,PRD0015,2024-08-01,141349.27,0.0,0,4436.96,114.19
BAL00000201,CUS000002,PRD0015,2024-09-01,143978.42,0.0,0,2746.94,117.79
BAL00000202,CUS000002,PRD0015,2024-10-01,149478.3,0.0,0,5619.86,119.98
BAL00000203,CUS000002,PRD0007,2020-05-23,52212.06,0.0,0,38.24,10.69
BAL00000204,CUS000002,PRD0007,2020-06-01,50837.92,0.0,0,-1363.45,10.69
BAL00000205,CUS000002,PRD0007,2020-07-01,49949.02,0.0,0,-878.38,10.52
BAL00000206,CUS000002,PRD0007,2020-08-01,49897.97,0.0,0,-40.64,10.41
BAL00000207,CUS000002,PRD0007,2020-09-01,48485.85,0.0,0,-1401.71,10.4
BAL00000208,CUS000002,PRD0007,2020-10-01,49677.5,0.0,0,1201.88,10.23
BAL00000209,CUS000002,PRD0007,2020-11-01,48996.69,0.0,0,-670.44,10.38
BAL00000210,CUS000002,PRD0007,2020-12-01,107775.76,60116.56,0,-1327.19,10.29
BAL00000211,CUS000002,PRD0007,2021-01-01,107664.02,0.0,0,-94.1,17.64
BAL00000212,CUS000002,PRD0007,2021-02-01,107412.87,0.0,0,-233.53,17.62
BAL00000213,CUS000002,PRD0007,2021-03-01,107714.29,0.0,0,319.01,17.59
BAL00000214,CUS000002,PRD0007,2021-04-01,112038.15,0.0,0,4341.5,17.63
BAL00000215,CUS000002,PRD0007,2021-05-01,110744.82,0.0,0,-1275.16,18.17
BAL00000216,CUS000002,PRD0007,2021-06-01,110299.84,0.0,0,-426.97,18.01
BAL00000217,CUS000002,PRD0007,2021-07-01,106895.06,0.0,0,-3386.83,17.95
BAL00000218,CUS000002,PRD0007,2021-08-01,104771.67,0.0,0,-2105.86,17.53
BAL00000219,CUS000002,PRD0007,2021-09-01,105899.57,0.0,0,1145.17,17.26
BAL00000220,CUS000002,PRD0007,2021-10-01,106452.04,0.0,0,569.87,17.4
BAL00000221,CUS000002,PRD0007,2021-11-01,100077.74,0.0,2431.49,-3925.34,17.47
BAL00000222,CUS000002,PRD0007,2021-12-01,159393.09,60116.56,0,-784.53,16.68
BAL00000223,CUS000002,PRD0007,2022-01-01,159110.74,0.0,0,-258.26,24.09
BAL00000224,CUS000002,PRD0007,2022-02-01,160123.42,0.0,0,1036.74,24.06
BAL00000225,CUS000002,PRD0007,2022-03-01,164935.37,0.0,0,4836.13,24.18
BAL00000226,CUS000002,PRD0007,2022-04-01,175274.17,0.0,0,10363.58,24.78
BAL00000227,CUS000002,PRD0007,2022-05-01,170653.9,0.0,0,-4594.19,26.08
BAL00000228,CUS000002,PRD0007,2022-06-01,167112.67,0.0,0,-3515.73,25.5
BAL00000229,CUS000002,PRD0007,2022-07-01,175421.48,0.0,0,8333.87,25.06
BAL00000230,CUS000002,PRD0007,2022-08-01,177764.54,0.0,0,2369.15,26.09
BAL00000231,CUS000002,PRD0007,2022-09-01,184288.94,0.0,0,6550.78,26.39
BAL00000232,CUS000002,PRD0007,2022-10-01,191929.56,0.0,0,7667.82,27.2
BAL00000233,CUS000002,PRD0007,2022-11-01,207448.1,0.0,0,15546.7,28.16
BAL00000234,CUS000002,PRD0007,2022-12-01,274916.25,60116.56,0,7381.69,30.1
BAL00000235,CUS000002,PRD0007,2023-01-01,276588.25,0.0,0,1710.52,38.53
BAL00000236,CUS000002,PRD0007,2023-02-01,277032.82,0.0,0,483.31,38.74
BAL00000237,CUS000002,PRD0007,2023-03-01,274659.89,0.0,0,-2334.13,38.8
BAL00000238,CUS000002,PRD0007,2023-04-01,265517.88,0.0,0,-9103.51,38.5
BAL00000239,CUS000002,PRD0007,2023-05-01,246078.34,0.0,0,-19402.19,37.36
BAL00000240,CUS000002,PRD0007,2023-06-01,238171.83,0.0,0,-7871.58,34.93
BAL00000241,CUS000002,PRD0007,2023-07-01,240009.46,0.0,0,1871.57,33.94
BAL00000242,CUS000002,PRD0007,2023-08-01,242058.02,0.0,0,2082.73,34.17
BAL00000243,CUS000002,PRD0007,2023-09-01,239724.39,0.0,0,-2299.21,34.42
BAL00000244,CUS000002,PRD0007,2023-10-01,237484.15,0.0,0,-2206.11,34.13
BAL00000245,CUS000002,PRD0007,2023-11-01,233374.82,0.0,0,-4075.48,33.85
BAL00000246,CUS000002,PRD0007,2023-12-01,300745.09,60116.56,0,7287.06,33.34
BAL00000247,CUS000002,PRD0007,2024-01-01,300024.4,0.0,0,-678.93,41.76
BAL00000248,CUS000002,PRD0007,2024-02-01,285032.21,0.0,0,-14950.52,41.67
BAL00000249,CUS000002,PRD0007,2024-03-01,274302.7,0.0,0,-10689.72,39.8
BAL00000250,CUS000002,PRD0007,2024-04-01,274226.78,0.0,0,-37.47,38.45
BAL00000251,CUS000002,PRD0007,2024-05-01,282148.7,0.0,0,7960.37,38.45
BAL00000252,CUS000002,PRD0007,2024-06-01,301647.89,0.0,0,19538.62,39.44
BAL00000253,CUS000002,PRD0007,2024-07-01,300575.96,0.0,0,-1030.06,41.87
BAL00000254,CUS000002,PRD0007,2024-08-01,310786.08,0.0,0,10251.86,41.74
BAL00000255,CUS000002,PRD0007,2024-09-01,320210.99,0.0,0,9467.92,43.01
BAL00000256,CUS000002,PRD0007,2024-10-01,328045.62,0.0,0,7878.82,44.19
BAL00000257,CUS000002,PRD0002,2020-05-23,89493.95,0.0,0,370.38,20.51
BAL00000258,CUS000002,PRD0002,2020-06-01,105140.68,17115.66,0,-1448.36,20.57
BAL00000259,CUS000002,PRD0002,2020-07-01,102626.89,0.0,0,-2490.35,23.44
BAL00000260,CUS000002,PRD0002,2020-08-01,102275.32,0.0,0,-328.58,22.98
BAL00000261,CUS000002,PRD0002,2020-09-01,122758.01,21394.58,0,-888.97,22.92
BAL00000262,CUS000002,PRD0002,2020-10-01,124280.81,0.0,0,1549.47,26.67
BAL00000263,CUS000002,PRD0002,2020-11-01,121267.87,0.0,0,-2985.99,26.95
BAL00000264,CUS000002,PRD0002,2020-12-01,143651.61,25673.5,0,-3263.35,26.4
BAL00000265,CUS000002,PRD0002,2021-01-01,143833.21,0.0,0,212.1,30.5
BAL00000266,CUS000002,PRD0002,2021-02-01,143356.84,0.0,0,-445.83,30.54
BAL00000267,CUS000002,PRD0002,2021-03-01,166551.15,21394.58,0,1830.17,30.45
BAL00000268,CUS000002,PRD0002,2021-04-01,172769.04,0.0,0,6252.59,34.7
BAL00000269,CUS000002,PRD0002,2021-05-01,172256.94,0.0,0,-476.27,35.84
BAL00000270,CUS000002,PRD0002,2021-06-01,187022.43,17115.66,0,-2314.42,35.75
BAL00000271,CUS000002,PRD0002,2021-07-01,182019.02,0.0,0,-4964.96,38.45
BAL00000272,CUS000002,PRD0002,2021-08-01,179374.12,0.0,0,-2607.37,37.54
BAL00000273,CUS000002,PRD0002,2021-09-01,198773.1,21394.58,0,-1958.54,37.05
BAL00000274,CUS000002,PRD0002,2021-10-01,197050.61,0.0,0,-1681.88,40.61
BAL00000275,CUS000002,PRD0002,2021-11-01,190836.63,0.0,0,-6173.69,40.29
BAL00000276,CUS000002,PRD0002,2021-12-01,214297.78,25673.5,0,-2173.2,39.15
BAL00000277,CUS000002,PRD0002,2022-01-01,214484.59,0.0,0,230.27,43.45
BAL00000278,CUS000002,PRD0002,2022-02-01,215581.24,0.0,0,1140.14,43.49
BAL00000279,CUS000002,PRD0002,2022-03-01,241167.05,21394.58,0,4234.92,43.69
BAL00000280,CUS000002,PRD0002,2022-04-01,249676.28,0.0,0,8557.61,48.38
BAL00000281,CUS000002,PRD0002,2022-05-01,246010.52,0.0,0,-3615.82,49.94
BAL00000282,CUS000002,PRD0002,2022-06-01,260832.02,17115.66,0,-2244.9,49.27
BAL00000283,CUS000002,PRD0002,2022-07-01,266713.04,0.0,0,5933.01,51.99
BAL00000284,CUS000002,PRD0002,2022-08-01,263972.45,0.0,0,-2687.52,53.06
BAL00000285,CUS000002,PRD0002,2022-09-01,293044.46,21394.58,0,7729.99,52.56
BAL00000286,CUS000002,PRD0002,2022-10-01,300132.7,0.0,0,7146.13,57.89
BAL00000287,CUS000002,PRD0002,2022-11-01,318377.08,0.0,0,18303.57,59.19
BAL00000288,CUS000002,PRD0002,2022-12-01,350926.83,25673.5,0,6938.79,62.54
BAL00000289,CUS000002,PRD0002,2023-01-01,349992.98,0.0,0,-865.34,68.5
BAL00000290,CUS000002,PRD0002,2023-02-01,350754.69,0.0,0,830.04,68.33
BAL00000291,CUS000002,PRD0002,2023-03-01,369922.75,21394.58,0,-2158.05,68.47
BAL00000292,CUS000002,PRD0002,2023-04-01,360929.53,0.0,0,-8921.24,71.99
BAL00000293,CUS000002,PRD0002,2023-05-01,340262.16,0.0,0,-20597.03,70.34
BAL00000294,CUS000002,PRD0002,2023-06-01,352297.86,17115.66,0,-5013.42,66.55
BAL00000295,CUS000002,PRD0002,2023-07-01,354520.72,0.0,0,2291.62,68.75
BAL00000296,CUS000002,PRD0002,2023-08-01,355769.02,0.0,0,1317.47,69.16
BAL00000297,CUS000002,PRD0002,2023-09-01,379259.51,21394.58,0,2165.3,69.39
BAL00000298,CUS000002,PRD0002,2023-10-01,381671.05,0.0,0,2485.24,73.7
BAL00000299,CUS000002,PRD0002,2023-11-01,378483.54,0.0,0,-3113.37,74.14
BAL00000300,CUS000002,PRD0002,2023-12-01,410482.6,25673.5,0,6399.12,73.56
BAL00000301,CUS000002,PRD0002,2024-01-01,409213.27,0.0,0,-1189.91,79.42
